Query_index,Query,FAQ_index,Raw_score,Average,Label (mean score > 3 as positive)
670,Interacting in the same physical space is discouraged for individuals who do not already share that same living space.,6626,"[4, 4, 3]",3.666666667,positive
670,Interacting in the same physical space is discouraged for individuals who do not already share that same living space.,5225,"[4, 4, 1]",3,negative
670,Interacting in the same physical space is discouraged for individuals who do not already share that same living space.,6250,"[1, 4, 2]",2.333333333,negative
670,Interacting in the same physical space is discouraged for individuals who do not already share that same living space.,1733,"[2, 3, 3, 3]",2.75,negative
670,Interacting in the same physical space is discouraged for individuals who do not already share that same living space.,5972,"[1, 3, 3]",2.333333333,negative
670,Interacting in the same physical space is discouraged for individuals who do not already share that same living space.,6545,"[3, 4, 3]",3.333333333,positive
670,Interacting in the same physical space is discouraged for individuals who do not already share that same living space.,5907,"[3, 4, 1]",2.666666667,negative
670,Interacting in the same physical space is discouraged for individuals who do not already share that same living space.,6620,"[1, 4, 4]",3,negative
670,Interacting in the same physical space is discouraged for individuals who do not already share that same living space.,6611,"[3, 4, 4]",3.666666667,positive
670,Interacting in the same physical space is discouraged for individuals who do not already share that same living space.,5767,"[4, 4, 3, 3]",3.5,positive
670,Interacting in the same physical space is discouraged for individuals who do not already share that same living space.,2477,"[3, 2, 4, 3]",3,negative
670,Interacting in the same physical space is discouraged for individuals who do not already share that same living space.,5306,"[3, 2, 4]",3,negative
670,Interacting in the same physical space is discouraged for individuals who do not already share that same living space.,5592,"[1, 1, 3, 4, 3]",2.4,negative
670,Interacting in the same physical space is discouraged for individuals who do not already share that same living space.,1760,"[3, 2, 3]",2.666666667,negative
670,Interacting in the same physical space is discouraged for individuals who do not already share that same living space.,3156,"[1, 3, 3]",2.333333333,negative
670,Interacting in the same physical space is discouraged for individuals who do not already share that same living space.,5761,"[4, 1, 3]",2.666666667,negative
670,Interacting in the same physical space is discouraged for individuals who do not already share that same living space.,4414,"[4, 3, 3]",3.333333333,positive
670,Interacting in the same physical space is discouraged for individuals who do not already share that same living space.,2456,"[2, 3, 4]",3,negative
670,Interacting in the same physical space is discouraged for individuals who do not already share that same living space.,6336,"[3, 3, 3]",3,negative
670,Interacting in the same physical space is discouraged for individuals who do not already share that same living space.,6904,"[4, 3, 1]",2.666666667,negative
670,Interacting in the same physical space is discouraged for individuals who do not already share that same living space.,680,"[3, 3, 3]",3,negative
670,Interacting in the same physical space is discouraged for individuals who do not already share that same living space.,5574,"[4, 4, 1]",3,negative
670,Interacting in the same physical space is discouraged for individuals who do not already share that same living space.,4904,"[3, 4, 4]",3.666666667,positive
670,Interacting in the same physical space is discouraged for individuals who do not already share that same living space.,5625,"[4, 2, 2]",2.666666667,negative
670,Interacting in the same physical space is discouraged for individuals who do not already share that same living space.,4099,"[3, 4, 2]",3,negative
670,Interacting in the same physical space is discouraged for individuals who do not already share that same living space.,6392,"[1, 3, 2]",2,negative
670,Interacting in the same physical space is discouraged for individuals who do not already share that same living space.,5493,"[4, 3, 3, 2]",3,negative
670,Interacting in the same physical space is discouraged for individuals who do not already share that same living space.,6624,"[3, 1, 3]",2.333333333,negative
670,Interacting in the same physical space is discouraged for individuals who do not already share that same living space.,6610,"[3, 4, 3, 3]",3.25,positive
670,Interacting in the same physical space is discouraged for individuals who do not already share that same living space.,6328,"[4, 1, 3]",2.666666667,negative
670,Interacting in the same physical space is discouraged for individuals who do not already share that same living space.,5041,"[4, 4, 1]",3,negative
670,Interacting in the same physical space is discouraged for individuals who do not already share that same living space.,1597,"[3, 3, 3]",3,negative
671,"stay away from gatherings and meeting people, except you live with said persons.",6091,"[4, 4, 3]",3.666666667,positive
671,"stay away from gatherings and meeting people, except you live with said persons.",5557,"[4, 3, 4]",3.666666667,positive
671,"stay away from gatherings and meeting people, except you live with said persons.",5035,"[3, 3, 3]",3,negative
671,"stay away from gatherings and meeting people, except you live with said persons.",5761,"[4, 4, 4]",4,positive
671,"stay away from gatherings and meeting people, except you live with said persons.",6929,"[4, 4, 1]",3,negative
671,"stay away from gatherings and meeting people, except you live with said persons.",5694,"[4, 4, 3]",3.666666667,positive
671,"stay away from gatherings and meeting people, except you live with said persons.",5572,"[3, 3, 2]",2.666666667,negative
671,"stay away from gatherings and meeting people, except you live with said persons.",3279,"[3, 4, 3]",3.333333333,positive
671,"stay away from gatherings and meeting people, except you live with said persons.",3280,"[3, 3, 4]",3.333333333,positive
671,"stay away from gatherings and meeting people, except you live with said persons.",5400,"[3, 4, 4]",3.666666667,positive
671,"stay away from gatherings and meeting people, except you live with said persons.",2390,"[4, 4, 2]",3.333333333,positive
671,"stay away from gatherings and meeting people, except you live with said persons.",1807,"[3, 4, 3]",3.333333333,positive
671,"stay away from gatherings and meeting people, except you live with said persons.",5403,"[4, 1, 4]",3,negative
671,"stay away from gatherings and meeting people, except you live with said persons.",5026,"[4, 1, 3]",2.666666667,negative
671,"stay away from gatherings and meeting people, except you live with said persons.",5762,"[4, 3, 4]",3.666666667,positive
671,"stay away from gatherings and meeting people, except you live with said persons.",4354,"[4, 3, 4]",3.666666667,positive
671,"stay away from gatherings and meeting people, except you live with said persons.",6193,"[4, 4, 3]",3.666666667,positive
671,"stay away from gatherings and meeting people, except you live with said persons.",5424,"[3, 4, 1, 3]",2.75,negative
671,"stay away from gatherings and meeting people, except you live with said persons.",1569,"[3, 1, 3]",2.333333333,negative
671,"stay away from gatherings and meeting people, except you live with said persons.",5029,"[4, 1, 4]",3,negative
671,"stay away from gatherings and meeting people, except you live with said persons.",5165,"[3, 3, 4]",3.333333333,positive
671,"stay away from gatherings and meeting people, except you live with said persons.",5600,"[3, 1, 3]",2.333333333,negative
671,"stay away from gatherings and meeting people, except you live with said persons.",2723,"[4, 4, 4]",4,positive
671,"stay away from gatherings and meeting people, except you live with said persons.",5964,"[3, 3, 4, 4]",3.5,positive
671,"stay away from gatherings and meeting people, except you live with said persons.",3281,"[4, 4, 4]",4,positive
671,"stay away from gatherings and meeting people, except you live with said persons.",5135,"[3, 3, 4]",3.333333333,positive
671,"stay away from gatherings and meeting people, except you live with said persons.",6512,"[3, 4, 3]",3.333333333,positive
671,"stay away from gatherings and meeting people, except you live with said persons.",524,"[4, 4, 3]",3.666666667,positive
671,"stay away from gatherings and meeting people, except you live with said persons.",2677,"[4, 3, 3]",3.333333333,positive
671,"stay away from gatherings and meeting people, except you live with said persons.",193,"[3, 3, 4]",3.333333333,positive
671,"stay away from gatherings and meeting people, except you live with said persons.",7007,"[4, 3, 4]",3.666666667,positive
671,"stay away from gatherings and meeting people, except you live with said persons.",1937,"[4, 3, 3]",3.333333333,positive
671,"stay away from gatherings and meeting people, except you live with said persons.",7108,"[4, 3, 1]",2.666666667,negative
